tid,src,dst,amt,time,day_of_week,is_fraud
84440,p3980,p3401,352.14,23,3,False
84441,p47,p1014,483.5,11,4,False
84442,p2323,p260,683.37,18,4,False
84443,p3179,p3805,266.64,14,7,False
84444,p4962,p25,265.08,21,2,False
84445,p2644,p859,155.06,14,5,False
84446,p3193,p4806,590.05,8,7,False
84447,p2608,p996,850.14,13,1,False
84448,p1329,p3581,252.0,12,4,False
84449,p1735,p903,385.81,24,2,False
84450,p3027,p1524,340.71,9,3,False
84451,p654,p4829,580.88,12,5,False
84452,p4963,p4035,472.45,21,1,False
84453,p3765,p2022,175.83,17,5,False
84454,p210,p920,435.03,8,4,False
84455,p4469,p4635,717.87,8,2,False
84456,p141,p4513,149.47,6,6,False
84457,p3592,p2362,678.8,6,4,False
84458,p3422,p1720,264.72,13,4,False
84459,p2838,p4877,734.95,15,2,False
84460,p1906,p1979,434.26,6,6,False
84461,p247,p401,734.31,1,1,False
84462,p3600,p4013,743.86,7,3,False
84463,p1641,p1401,741.17,17,1,False
84464,p3722,p2649,283.77,12,1,False
84465,p1596,p4853,377.63,9,7,False
84466,p2742,p962,598.2,22,5,False
84467,p443,p4207,211.21,5,1,False
84468,p2458,p837,297.27,10,1,False
84469,p4843,p1179,627.94,17,4,False
84470,p2591,p740,793.99,2,3,False
84471,p1294,p219,774.09,8,5,False
84472,p380,p2391,573.12,6,5,False
84473,p1236,p3606,427.65,6,7,False
84474,p1265,p3272,396.24,3,5,False
84475,p4157,p809,702.43,11,3,False
84476,p2791,p4214,250.02,13,1,False
84477,p1479,p2529,352.98,20,2,False
84478,p4285,p4238,206.8,7,4,False
84479,p957,p4572,613.57,13,2,False
84480,p4110,p3704,358.77,15,1,False
84481,p4504,p2366,190.68,18,7,False
84482,p4594,p3353,555.05,12,3,False
84483,p2231,p4150,670.69,4,5,False
84484,p2916,p1450,377.8,12,2,False
84485,p834,p2940,526.84,13,4,False
84486,p4694,p734,491.15,15,4,False
84487,p1421,p2432,273.73,23,7,False
84488,p3498,p1078,653.41,24,2,False
84489,p3529,p3216,216.81,13,5,False
84490,p4608,p3624,556.67,7,3,False
84491,p1225,p1256,229.86,11,2,False
84492,p1433,p4760,617.69,23,5,False
84493,p2395,p628,213.23,8,6,False
84494,p1997,p2312,71.38,16,4,False
84495,p1245,p2326,802.19,24,1,False
84496,p1965,p737,553.87,18,4,False
84497,p566,p1439,768.37,21,7,False
84498,p467,p78,774.48,9,2,False
84499,p4356,p2635,578.17,10,5,False
84500,p898,p4702,701.27,22,4,False
84501,p2498,p2876,864.25,12,7,False
84502,p4027,p1892,594.69,16,1,False
84503,p2089,p4654,873.28,2,6,False
84504,p4005,p270,967.21,18,7,False
84505,p689,p4679,339.38,19,1,False
84506,p1967,p2409,246.12,13,7,False
84507,p2306,p24,349.33,23,5,False
84508,p2467,p1778,156.79,13,4,False
84509,p3233,p3607,271.15,11,5,False
84510,p1960,p4598,565.78,2,1,False
84511,p1736,p526,204.61,1,1,False
84512,p4771,p1731,206.73,10,7,False
84513,p2159,p3010,259.03,20,4,False
84514,p1551,p200,577.8,1,5,False
84515,p4478,p1159,251.16,16,5,False
84516,p2104,p3554,530.83,9,2,False
84517,p2955,p1060,489.9,10,6,False
84518,p2592,p1252,446.96,9,3,False
84519,p2725,p3992,753.08,20,1,False
84520,p4803,p2338,625.71,13,3,False
84521,p4013,p2340,479.78,18,5,False
84522,p4918,p2556,462.63,8,4,False
84523,p4739,p2242,291.62,23,7,False
84524,p2300,p695,242.86,9,7,False
84525,p3058,p4617,335.94,1,6,False
84526,p1705,p997,759.6,2,1,False
84527,p572,p3604,631.54,1,5,False
84528,p910,p961,367.28,19,7,False
84529,p965,p208,453.91,23,2,False
84530,p1325,p2201,877.92,3,6,False
84531,p3210,p2086,410.28,16,7,False
84532,p2154,p3975,440.49,9,2,False
84533,p732,p1303,431.63,22,1,False
84534,p1726,p3222,575.74,14,7,False
84535,p22,p1134,522.02,13,4,False
84536,p1241,p4114,253.93,19,7,False
84537,p4892,p2436,496.93,16,2,False
84538,p2818,p4961,720.32,13,7,False
84539,p2805,p4190,732.86,23,6,False
84540,p3042,p4029,360.89,8,4,False
84541,p3185,p2082,611.45,16,3,False
84542,p4720,p1557,340.1,1,2,False
84543,p191,p504,362.02,20,1,False
84544,p4899,p692,345.89,18,2,False
84545,p455,p714,544.13,23,5,False
84546,p1648,p586,382.03,5,4,False
84547,p279,p1409,576.99,6,1,False
84548,p4932,p531,732.56,11,6,False
84549,p4771,p2604,280.44,4,4,False
84550,p2870,p878,595.41,19,2,False
84551,p1851,p998,470.32,10,2,False
84552,p1518,p3861,785.48,6,3,False
84553,p3705,p4054,761.85,16,4,False
84554,p3450,p1134,887.15,2,5,False
84555,p4924,p1976,431.03,3,7,False
84556,p1959,p430,765.8,9,7,False
84557,p3098,p3524,869.61,11,6,False
84558,p4752,p2152,200.47,10,1,False
84559,p4997,p2571,423.75,8,4,False
84560,p3828,p614,705.28,19,7,False
84561,p3180,p377,541.69,6,5,False
84562,p3252,p4641,451.51,14,4,False
84563,p1707,p1154,291.48,11,1,False
84564,p1421,p662,282.1,22,7,False
84565,p182,p1391,767.08,10,4,False
84566,p3125,p4146,191.55,11,3,False
84567,p3582,p1034,364.46,8,1,False
84568,p2771,p4456,428.3,15,7,False
84569,p4390,p4817,379.52,3,5,False
84570,p4094,p754,356.84,3,6,False
84571,p426,p3757,369.4,5,7,False
84572,p2534,p2384,508.85,15,7,False
84573,p5,p2106,793.9,9,1,False
84574,p622,p4195,553.84,13,5,False
84575,p3496,p2806,536.27,16,4,False
84576,p3477,p2180,854.69,9,1,False
84577,p1292,p3985,553.05,12,2,False
84578,p4424,p59,526.5,8,2,False
84579,p1444,p998,492.7,23,1,False
84580,p1464,p674,539.02,11,2,False
84581,p2217,p3450,929.11,17,5,False
84582,p4346,p660,917.51,16,1,False
84583,p2813,p3780,571.2,2,7,False
84584,p3314,p3869,635.6,8,4,False
84585,p3205,p2299,833.53,12,3,False
84586,p1248,p1979,818.99,17,4,False
84587,p182,p568,824.14,12,4,False
84588,p4241,p522,523.11,11,1,False
84589,p4447,p3213,114.77,20,3,False
84590,p3732,p3973,512.54,4,1,False
84591,p3987,p386,337.2,16,1,False
84592,p2746,p3367,300.74,2,6,False
84593,p2955,p1060,479.34,10,6,False
84594,p2244,p2403,230.53,21,3,False
84595,p4128,p4215,709.63,9,1,False
84596,p849,p3536,778.17,17,5,False
84597,p1900,p1980,620.68,12,7,False
84598,p409,p4711,331.77,5,7,False
84599,p1241,p3912,453.02,18,1,False
84600,p1781,p576,820.34,2,5,False
84601,p4188,p4349,718.92,12,4,False
84602,p3839,p1181,231.64,15,1,False
84603,p1546,p173,838.08,4,7,False
84604,p3642,p4573,932.23,18,1,False
84605,p434,p408,653.88,8,4,False
84606,p4872,p1720,198.21,1,7,False
84607,p2636,p4833,175.86,6,5,False
84608,p4323,p3649,596.12,1,6,False
84609,p193,p4083,773.98,5,4,False
84610,p2983,p1564,224.08,21,1,False
84611,p2066,p4059,647.06,23,3,False
84612,p3373,p4841,380.07,23,3,False
84613,p4661,p1481,670.84,15,6,False
84614,p496,p1473,845.24,2,7,False
84615,p4856,p3937,117.29,20,3,False
84616,p3665,p2559,828.84,19,7,False
84617,p3200,p1411,483.42,22,7,False
84618,p3709,p2954,594.1,24,2,False
84619,p2311,p3058,651.36,9,2,False
84620,p4810,p3140,652.21,12,2,False
84621,p3188,p2219,309.97,13,6,False
84622,p2249,p2841,381.25,8,1,False
84623,p747,p2248,579.23,15,6,False
84624,p3102,p2781,704.19,20,5,False
84625,p1263,p2362,622.47,13,5,False
84626,p849,p3256,96.5,22,3,False
84627,p4438,p393,236.48,20,4,False
84628,p4327,p996,158.33,10,1,False
84629,p912,p1054,597.15,2,2,False
84630,p1160,p1962,773.37,2,6,False
84631,p777,p995,419.62,22,5,False
84632,p4739,p626,285.93,4,7,False
84633,p3413,p4186,363.98,22,6,False
84634,p309,p3689,162.3,14,7,False
84635,p3025,p3040,828.47,2,6,False
84636,p1539,p3905,627.65,11,6,False
84637,p2093,p382,616.23,7,6,False
84638,p7,p3899,567.0,12,4,False
84639,p834,p2940,509.1,4,4,False
84640,p2667,p3905,937.5,19,2,False
84641,p4313,p3081,727.39,24,5,False
84642,p2390,p1268,666.52,1,2,False
84643,p1572,p1786,67.64,8,4,False
84644,p107,p4959,584.68,21,2,False
84645,p1840,p2533,534.59,19,6,False
84646,p4463,p2024,570.58,21,4,False
84647,p4537,p4249,646.18,3,5,False
84648,p1528,p3596,624.8,20,6,False
84649,p3690,p927,650.83,8,5,False
84650,p3113,p2129,628.46,13,7,False
84651,p479,p4831,810.3,17,6,False
84652,p2075,p411,475.95,23,7,False
84653,p4966,p382,711.77,12,7,False
84654,p616,p2630,746.52,11,1,False
84655,p3587,p3736,468.06,17,1,False
84656,p2700,p618,474.59,5,3,False
84657,p1212,p1415,343.08,9,2,False
84658,p578,p3990,574.79,7,1,False
84659,p4236,p42,594.48,23,4,False
84660,p9,p135,943.39,21,4,False
84661,p1846,p2302,207.81,23,5,False
84662,p663,p1984,294.04,16,2,False
84663,p4781,p1181,837.49,20,1,False
84664,p2864,p3639,675.2,17,5,False
84665,p1047,p3701,324.86,14,6,False
84666,p3078,p992,663.46,3,6,False
84667,p4697,p3471,369.9,16,5,False
84668,p3416,p902,422.84,23,3,False
84669,p4822,p2837,730.51,4,5,False
84670,p1488,p1293,262.66,24,5,False
84671,p4366,p4580,871.01,8,5,False
84672,p2846,p4986,207.65,21,2,False
84673,p455,p2196,638.2,21,7,False
84674,p1420,p4102,595.01,21,2,False
84675,p1631,p613,547.76,7,2,False
84676,p2125,p2698,211.06,4,1,False
84677,p2666,p3086,646.27,13,5,False
84678,p1360,p2039,722.42,22,1,False
84679,p575,p2920,345.78,12,4,False
84680,p779,p42,328.47,14,4,False
84681,p4914,p331,551.67,24,2,False
84682,p40,p3941,398.5,18,6,False
84683,p23,p4253,232.36,17,3,False
84684,p3339,p3148,768.3,12,6,False
84685,p4735,p1360,693.78,23,2,False
84686,p677,p4986,763.82,16,3,False
84687,p3513,p2043,342.41,9,4,False
84688,p4601,p4685,490.04,13,6,False
84689,p150,p1913,216.71,9,5,False
84690,p1117,p3136,490.65,15,5,False
84691,p1512,p1856,542.44,22,5,False
84692,p3490,p3764,462.49,12,2,False
84693,p1734,p3789,793.98,5,3,False
84694,p4071,p1223,330.4,22,5,False
84695,p428,p4402,305.67,3,3,False
84696,p386,p1300,414.46,24,2,False
84697,p3047,p3837,677.03,19,5,False
84698,p2528,p249,287.29,7,7,False
84699,p3452,p4424,20.95,18,4,False
84700,p4728,p4616,170.07,11,3,False
84701,p2132,p88,549.05,8,2,False
84702,p4202,p1137,754.03,2,1,False
84703,p3015,p864,375.45,9,4,False
84704,p3229,p486,556.62,14,3,False
84705,p2619,p598,546.58,1,3,False
84706,p2702,p3924,231.69,17,3,False
84707,p1961,p1034,443.3,12,1,False
84708,p430,p2295,895.22,6,7,False
84709,p835,p2785,592.86,9,1,False
84710,p1811,p408,665.32,14,2,False
84711,p2922,p4920,412.46,22,5,False
84712,p1859,p1699,879.2,8,7,False
84713,p4542,p593,160.53,17,7,False
84714,p1504,p2516,644.65,6,3,False
84715,p501,p4640,338.44,13,7,False
84716,p1496,p1197,578.27,18,1,False
84717,p1236,p3606,326.84,7,7,False
84718,p3509,p895,313.99,4,2,False
84719,p494,p345,511.05,3,5,False
84720,p1612,p2087,322.48,8,7,False
84721,p4571,p1078,576.12,1,7,False
84722,p1545,p3511,557.93,14,2,False
84723,p4849,p4253,249.06,10,6,False
84724,p1198,p747,331.52,8,4,False
84725,p3458,p4707,546.1,7,7,False
84726,p471,p2989,60.61,9,4,False
84727,p2776,p4515,228.64,8,3,False
84728,p142,p1387,344.77,21,7,False
84729,p4239,p4631,247.16,14,2,False
84730,p1186,p2633,716.5,24,5,False
84731,p4652,p3684,601.55,13,5,False
84732,p4050,p4468,223.85,8,1,False
84733,p538,p4049,434.21,14,5,False
84734,p4766,p863,701.35,8,5,False
84735,p2822,p4300,668.92,19,7,False
84736,p4671,p184,737.28,12,6,False
84737,p4557,p1657,385.83,21,5,False
84738,p2947,p3213,759.44,11,6,False
84739,p547,p3105,269.64,3,1,False
84740,p2304,p185,138.0,7,3,False
84741,p2379,p1375,707.86,22,5,False
84742,p1790,p4358,297.94,16,6,False
84743,p719,p773,538.82,3,1,False
84744,p1783,p4867,403.91,6,4,False
84745,p3985,p1050,548.05,4,6,False
84746,p621,p1818,388.6,14,1,False
84747,p2170,p3248,401.61,15,2,False
84748,p3819,p1290,623.97,7,7,False
84749,p3747,p4688,322.87,19,7,False
84750,p4421,p864,786.28,12,4,False
84751,p3506,p356,474.41,19,6,False
84752,p4885,p4190,483.45,18,7,False
84753,p3814,p2480,425.26,13,2,False
84754,p1093,p2896,110.51,19,3,False
84755,p620,p4806,549.57,13,3,False
84756,p1740,p3626,414.24,14,6,False
84757,p3616,p4630,489.3,23,4,False
84758,p2582,p2591,367.38,24,6,False
84759,p209,p2540,138.68,8,4,False
84760,p2608,p996,847.92,10,1,False
84761,p4956,p3006,948.8,16,5,False
84762,p2143,p3247,486.91,23,4,False
84763,p2361,p4955,113.37,6,1,False
84764,p1840,p2654,707.18,2,6,False
84765,p4458,p3833,343.13,1,5,False
84766,p3915,p3723,150.95,6,5,False
84767,p990,p4798,517.52,10,1,False
84768,p2159,p3010,751.13,1,4,False
84769,p2449,p4249,386.15,23,1,False
84770,p456,p439,577.24,8,7,False
84771,p1067,p4535,273.65,18,5,False
84772,p261,p4969,222.95,4,5,False
84773,p3013,p4719,627.22,19,4,False
84774,p4362,p4404,582.93,1,7,False
84775,p3621,p2147,611.45,20,1,False
84776,p2733,p2027,478.01,11,6,False
84777,p1584,p1346,901.57,4,7,False
84778,p3208,p4529,197.82,8,1,False
84779,p4219,p3708,395.92,20,3,False
84780,p3984,p4552,915.9,15,3,False
84781,p3198,p3033,727.06,9,6,False
84782,p1955,p4959,590.11,6,2,False
84783,p3245,p152,848.44,4,2,False
84784,p973,p473,549.42,8,1,False
84785,p4274,p2837,268.11,11,3,False
84786,p632,p1817,516.15,9,6,False
84787,p4731,p3272,389.72,6,5,False
84788,p330,p1850,239.64,3,5,False
84789,p3886,p2399,422.29,22,7,False
84790,p2582,p4657,420.95,6,1,False
84791,p3945,p3107,436.84,20,6,False
84792,p2969,p2638,609.67,1,1,False
84793,p893,p4287,339.47,12,5,False
84794,p2433,p3988,420.5,15,3,False
84795,p781,p2326,392.1,13,2,False
84796,p954,p1548,483.55,21,1,False
84797,p4851,p2590,222.39,3,7,False
84798,p4016,p1061,450.66,23,1,False
84799,p3433,p4926,329.07,20,6,False
84800,p3929,p60,452.16,2,5,False
84801,p375,p3772,476.28,14,4,False
84802,p3792,p1401,725.38,8,4,False
84803,p923,p2208,770.32,11,1,False
84804,p151,p2573,498.68,7,5,False
84805,p4807,p2828,396.7,9,6,False
84806,p640,p4135,423.51,20,4,False
84807,p1114,p102,506.66,6,1,False
84808,p1809,p1168,567.05,12,1,False
84809,p2986,p2529,913.41,15,1,False
84810,p922,p17,746.81,17,7,False
84811,p3588,p4662,247.04,15,4,False
84812,p2950,p4170,359.42,16,3,False
84813,p2894,p3209,634.48,20,4,False
84814,p4085,p4176,595.47,18,5,False
84815,p331,p3559,777.17,20,7,False
84816,p581,p1605,532.87,2,3,False
84817,p278,p3720,363.21,15,5,False
84818,p4219,p1593,561.17,22,4,False
84819,p2097,p541,112.97,20,1,False
84820,p1262,p750,819.21,13,7,False
84821,p4469,p4196,820.21,6,3,False
84822,p255,p3995,522.83,3,1,False
84823,p3298,p854,250.63,8,4,False
84824,p4076,p3568,838.59,1,3,False
84825,p1279,p262,294.19,17,5,False
84826,p372,p2883,745.16,12,2,False
84827,p3847,p3702,184.03,10,7,False
84828,p4826,p2048,523.14,24,6,False
84829,p4953,p3308,384.84,3,6,False
84830,p2005,p1495,537.63,24,2,False
84831,p2615,p4640,331.38,1,2,False
84832,p4537,p1548,347.66,3,1,False
84833,p4420,p3051,518.8,15,7,False
84834,p2007,p2281,837.17,16,7,False
84835,p2149,p2065,537.15,22,1,False
84836,p411,p1108,866.13,22,2,False
84837,p3136,p469,596.27,7,1,False
84838,p3039,p1338,458.84,4,4,False
84839,p1379,p993,416.99,14,6,False
84840,p2,p643,296.36,2,2,False
84841,p1216,p557,697.77,16,4,False
84842,p2598,p1204,634.96,24,5,False
84843,p984,p1173,474.11,14,7,False
84844,p3004,p294,539.22,5,7,False
84845,p3002,p4974,831.84,4,7,False
84846,p3,p999,545.62,9,5,False
84847,p1596,p3731,489.93,6,6,False
84848,p428,p3688,260.4,6,7,False
84849,p4025,p4072,631.62,7,5,False
84850,p299,p922,660.88,18,5,False
84851,p4431,p282,852.74,3,1,False
84852,p3295,p1254,741.22,19,3,False
84853,p3067,p2122,282.04,6,1,False
84854,p1955,p4959,586.73,6,2,False
84855,p2468,p3275,443.04,18,1,False
84856,p4541,p3492,533.24,2,7,False
84857,p3217,p4977,854.24,17,7,False
84858,p2675,p1537,338.45,8,3,False
84859,p3504,p895,664.88,5,4,False
84860,p1679,p3954,161.69,18,1,False
84861,p2950,p1999,396.64,15,6,False
84862,p138,p3264,460.42,22,3,False
84863,p606,p3001,643.67,14,5,False
84864,p3370,p50,504.09,16,1,False
84865,p1439,p3452,374.4,10,7,False
84866,p3980,p1345,376.2,21,3,False
84867,p3745,p2334,498.06,11,1,False
84868,p4805,p786,815.29,18,6,False
84869,p3720,p1618,557.56,9,4,False
84870,p501,p4640,276.54,17,7,False
84871,p4851,p2590,551.11,3,7,False
84872,p8,p726,605.48,19,6,False
84873,p3753,p1114,484.96,20,4,False
84874,p4609,p285,845.13,8,1,False
84875,p2928,p3352,628.22,12,3,False
84876,p433,p604,584.15,11,6,False
84877,p1227,p519,524.56,11,7,False
84878,p4614,p264,275.95,17,2,False
84879,p1012,p2361,326.69,4,6,False
84880,p806,p3905,854.65,9,1,False
84881,p1322,p696,359.74,7,5,False
84882,p2106,p3811,376.6,13,3,False
84883,p2252,p3125,532.94,22,1,False
84884,p44,p2340,496.76,2,2,False
84885,p2534,p2384,536.15,13,7,False
84886,p4027,p4687,447.03,15,5,False
84887,p528,p97,695.04,11,1,False
84888,p1539,p313,633.0,5,5,False
84889,p3244,p4636,149.96,11,2,False
84890,p4261,p4942,605.79,9,7,False
84891,p2044,p2555,432.32,5,1,False
84892,p974,p837,323.12,11,5,False
84893,p2818,p782,684.32,16,7,False
84894,p1675,p4206,504.8,22,7,False
84895,p1345,p935,633.23,12,7,False
84896,p2206,p3893,393.15,15,7,False
84897,p304,p1417,488.92,5,1,False
84898,p4459,p2040,365.74,14,6,False
84899,p131,p2005,477.65,11,1,False
84900,p2759,p1032,204.48,7,6,False
84901,p2968,p326,571.41,13,5,False
84902,p1643,p2441,506.83,14,7,False
84903,p3484,p1428,351.73,17,5,False
84904,p1744,p4047,319.53,20,5,False
84905,p891,p1643,610.0,22,4,False
84906,p2550,p32,101.21,13,7,False
84907,p4925,p4194,418.07,18,4,False
84908,p4127,p4822,411.75,7,2,False
84909,p512,p4663,723.04,22,5,False
84910,p2249,p2841,502.57,3,6,False
84911,p4881,p4197,401.58,11,6,False
84912,p3970,p3138,350.44,2,6,False
84913,p1278,p1399,316.2,16,3,False
84914,p4802,p2050,228.2,10,7,False
84915,p3348,p3299,596.4,19,6,False
84916,p3669,p2529,905.61,23,4,False
84917,p2519,p1073,459.35,9,1,False
84918,p4572,p757,409.4,23,3,False
84919,p1829,p193,695.92,24,1,False
84920,p3687,p2958,384.08,15,4,False
84921,p346,p1253,522.57,15,7,False
84922,p1051,p2413,765.38,4,5,False
84923,p2713,p1241,530.7,17,2,False
84924,p4257,p4998,447.18,11,1,False
84925,p1876,p2086,496.01,16,7,False
84926,p1119,p4404,96.03,18,5,False
84927,p1513,p4100,286.02,5,5,False
84928,p3766,p963,357.85,1,4,False
84929,p2842,p4522,366.36,13,3,False
84930,p1138,p2619,386.71,2,3,False
84931,p3240,p52,479.85,22,4,False
84932,p4668,p2876,862.82,20,4,False
84933,p3491,p4343,287.92,16,6,False
84934,p4109,p3164,858.94,6,1,False
84935,p2915,p3062,306.65,9,2,False
84936,p3000,p2751,652.29,1,2,False
84937,p2818,p3680,754.81,17,7,False
84938,p3057,p560,700.34,8,1,False
84939,p523,p4613,397.41,12,5,False
84940,p4332,p627,873.97,22,5,False
84941,p4484,p4627,562.46,9,1,False
84942,p899,p1183,247.14,4,7,False
84943,p1853,p3750,791.1,16,3,False
84944,p4058,p3042,359.07,8,6,False
84945,p73,p2904,429.76,17,4,False
84946,p3688,p457,698.51,2,1,False
84947,p3237,p1100,647.68,2,5,False
84948,p4514,p2438,655.68,5,6,False
84949,p1014,p2312,77.44,20,4,False
84950,p4778,p1677,716.24,8,7,False
84951,p413,p4864,414.12,9,2,False
84952,p3901,p2676,677.86,11,1,False
84953,p4809,p4221,374.82,3,7,False
84954,p471,p3364,42.12,9,1,False
84955,p78,p1666,538.6,10,4,False
84956,p3474,p3352,731.66,13,7,False
84957,p715,p3211,903.56,23,7,False
84958,p4383,p991,544.4,10,2,False
84959,p4136,p1656,803.55,1,7,False
84960,p4001,p3806,827.45,2,3,False
84961,p952,p2829,224.06,5,3,False
84962,p4040,p4160,534.62,17,6,False
84963,p4724,p2257,380.17,18,1,False
84964,p1575,p735,751.11,14,2,False
84965,p4430,p3155,311.25,20,1,False
84966,p878,p710,515.88,20,6,False
84967,p2819,p616,726.68,17,2,False
84968,p3303,p1575,174.65,24,5,False
84969,p2905,p1391,172.52,24,1,False
84970,p3401,p1969,430.53,18,1,False
84971,p4491,p1715,261.37,16,2,False
84972,p1710,p1926,851.03,6,2,False
84973,p1342,p3545,189.96,5,6,False
84974,p1559,p3846,631.81,4,1,False
84975,p3804,p2049,879.41,18,5,False
84976,p137,p4336,859.31,10,7,False
84977,p4507,p4913,654.2,4,4,False
84978,p4432,p1238,659.76,23,4,False
84979,p879,p2586,535.18,17,5,False
84980,p2295,p2955,149.89,14,6,False
84981,p808,p2445,698.8,10,2,False
84982,p990,p4122,648.38,12,1,False
84983,p660,p2378,490.31,16,5,False
84984,p3514,p4394,578.48,19,5,False
84985,p4849,p3246,298.89,11,6,False
84986,p4763,p1810,343.2,18,2,False
84987,p1149,p4656,356.08,15,6,False
84988,p1678,p3178,758.79,12,7,False
84989,p1964,p2255,797.42,6,5,False
84990,p3668,p1718,122.41,22,4,False
84991,p4752,p1391,493.85,12,5,False
84992,p182,p2876,870.49,12,4,False
84993,p3470,p4512,478.13,13,1,False
84994,p3700,p1697,356.82,13,7,False
84995,p1029,p667,889.96,17,4,False
84996,p4172,p4452,525.06,14,7,False
84997,p4490,p3492,758.48,3,1,False
84998,p1831,p2366,305.96,24,6,False
84999,p1635,p4233,864.24,6,3,False
85000,p3860,p2081,321.4,14,6,False
85001,p1019,p2140,310.07,6,4,False
85002,p3382,p2484,346.76,23,3,False
85003,p1088,p3419,125.22,18,5,False
85004,p1572,p80,60.73,9,2,False
85005,p1175,p1086,726.55,7,6,False
85006,p3141,p4144,298.52,14,3,False
85007,p1757,p2600,479.76,23,6,False
85008,p4218,p208,416.85,10,3,False
85009,p4008,p1003,296.94,13,1,False
85010,p1646,p4876,356.46,9,6,False
85011,p821,p4327,581.81,16,4,False
85012,p2050,p2460,300.07,1,2,False
85013,p38,p4477,569.54,6,2,False
85014,p2100,p2533,736.47,22,5,False
85015,p4369,p3898,823.36,8,7,False
85016,p2133,p1552,678.15,21,5,False
85017,p4022,p2009,555.7,8,3,False
85018,p3365,p3797,382.51,6,5,False
85019,p4538,p2085,628.74,9,6,False
85020,p3612,p2815,426.96,12,5,False
85021,p3851,p2219,650.36,15,1,False
85022,p2532,p3573,215.95,23,2,False
85023,p2318,p1056,830.61,9,2,False
85024,p2892,p708,641.97,24,7,False
85025,p2604,p3057,203.32,6,3,False
85026,p1043,p539,423.11,12,3,False
85027,p1441,p614,580.96,6,6,False
85028,p2630,p142,465.7,24,1,False
85029,p1671,p3210,828.2,7,4,False
85030,p3098,p3524,778.4,9,6,False
85031,p423,p3026,385.17,15,7,False
85032,p3797,p204,605.49,1,5,False
85033,p4309,p2973,42.91,1,6,False
85034,p1252,p3952,775.93,24,7,False
85035,p3921,p1448,162.72,22,3,False
85036,p3139,p1581,121.78,13,3,False
85037,p3263,p229,248.24,24,5,False
85038,p2299,p1332,522.97,16,7,False
85039,p904,p4680,200.19,2,6,False
85040,p288,p1050,714.61,23,3,False
85041,p3703,p218,474.03,13,7,False
85042,p4035,p737,662.66,18,6,False
85043,p3043,p1108,508.48,7,1,False
85044,p3608,p3172,616.94,14,2,False
85045,p1897,p2030,415.76,22,2,False
85046,p2175,p1805,713.41,11,1,False
85047,p2438,p1809,547.87,8,6,False
85048,p3858,p4886,595.55,9,3,False
85049,p4772,p4302,610.47,5,3,False
85050,p2600,p4748,418.63,11,2,False
85051,p2602,p1929,919.96,7,7,False
85052,p4454,p4845,605.95,18,4,False
85053,p2442,p3772,500.8,16,2,False
85054,p2501,p2087,196.25,14,7,False
85055,p2094,p4785,779.39,1,4,False
85056,p285,p3412,832.13,24,7,False
85057,p531,p2088,782.66,14,7,False
85058,p1807,p4305,777.89,24,2,False
85059,p4009,p4269,382.98,16,4,False
85060,p4537,p3171,446.3,4,5,False
85061,p3954,p2469,394.22,4,7,False
85062,p3039,p3507,626.47,6,4,False
85063,p566,p2523,467.4,15,4,False
85064,p4398,p3326,829.71,5,2,False
85065,p2945,p3968,587.0,23,7,False
85066,p1056,p1097,657.63,19,3,False
85067,p235,p546,486.68,14,2,False
85068,p3445,p2319,239.4,15,3,False
85069,p2642,p4029,683.16,9,5,False
85070,p4919,p538,418.58,24,4,False
85071,p1846,p2898,181.86,3,1,False
85072,p2162,p717,215.41,9,7,False
85073,p3553,p2199,917.71,24,7,False
85074,p2153,p2747,640.46,18,2,False
85075,p3565,p125,275.27,17,5,False
85076,p3626,p2219,436.68,9,4,False
85077,p4157,p172,865.85,8,3,False
85078,p959,p2027,420.76,20,5,False
85079,p3206,p892,721.38,9,5,False
85080,p4161,p4798,637.31,24,1,False
85081,p197,p2947,689.77,23,4,False
85082,p2763,p1410,158.4,23,7,False
85083,p2507,p1389,440.03,12,7,False
85084,p2167,p431,292.63,3,2,False
85085,p1500,p4680,394.9,15,7,False
85086,p3348,p1807,777.39,20,6,False
85087,p349,p4666,274.17,5,7,False
85088,p142,p1387,358.94,21,7,False
85089,p743,p4956,613.17,13,6,False
85090,p2966,p2275,274.6,13,6,False
85091,p3120,p2529,779.28,19,6,False
85092,p58,p1204,320.83,9,6,False
85093,p614,p2831,293.11,5,4,False
85094,p4629,p475,490.53,4,5,False
85095,p888,p2761,313.25,11,6,False
85096,p11,p770,709.33,5,3,False
85097,p4463,p3049,554.13,6,5,False
85098,p1891,p1527,288.6,8,7,False
85099,p554,p1601,432.18,19,1,False
85100,p3525,p93,466.03,20,6,False
85101,p1343,p2540,764.44,15,1,False
85102,p3956,p751,313.57,24,3,False
85103,p4784,p1630,752.17,3,7,False
85104,p1533,p2048,148.3,20,1,False
85105,p4912,p2826,416.76,24,6,False
85106,p4519,p12,492.65,24,4,False
85107,p4798,p330,523.88,12,3,False
85108,p4515,p1121,226.2,9,2,False
85109,p545,p408,712.48,4,2,False
85110,p2284,p2351,643.22,23,4,False
85111,p3207,p3438,867.55,16,5,False
85112,p3526,p3947,146.13,18,1,False
85113,p3873,p794,370.5,9,4,False
85114,p4401,p3692,581.36,5,2,False
85115,p57,p1493,74.47,6,7,False
85116,p188,p4117,277.4,18,1,False
85117,p1203,p329,494.54,19,7,False
85118,p1701,p2050,477.87,22,6,False
